sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
EE011,,Default,simple,"Earring,Default Category/Shop,Earring",base, Grelish Earring,Rose gold plated Grelish earrings features grey and crystal execution with metal ball chain. Can be effortlessly coordinatined with everything.                              ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,86,1,taxable,"Catalog, Search",2899,2899,,,grelish-earring,,,,/3/7/370x370_2.jpg,,/3/7/370x370_2.jpg,,/3/7/370x370_2.jpg,,/3/7/370x370_2.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a9670e-min.jpg,/_/m/_m4a9670e-min.jpg,/3/7/370x370_2.jpg,/g/r/grelish_earring_1_-min.jpg,/g/r/grelish_earring-min-min.jpg",",,,,,,,",,,,,,,,,,,
EE012,,Default,simple,"Earring,Default Category/Shop,Earring",base,The Allure Earring,Handcrafted Allure earrings with sequins is a masterpiece which features the petal crystal marquise and gush of gunmetal balls.                                                         ,<ul><li>Plating- Electroplated Silver and Gunmetal                                          </li><li>Stone-Faceted Foiled Stone</li></ul>,80,1,taxable,"Catalog, Search",2995,2995,,,the-allure-earring,,,,/i/m/img_4753.jpg,,/i/m/img_4753.jpg,,/i/m/img_4753.jpg,,/i/m/img_4753.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_4753.jpg,/i/m/img_4753.jpg,/i/m/img_4754e-min_1.jpg,/i/m/img_4755e-min_1.jpg,/i/m/img_9405e-min_1.jpg",",,,,,,,",,,,,,,,,,,
EE013,,Default,simple,"Earring,Default Category/Shop,Earring",base,Crystal Spiral Galaxy Earring ,"Handcrafted with rose gold plating and spirals,   Crystal baguette enhances the elegance of the this product with a round stone on top.                                            ",<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,31,1,taxable,"Catalog, Search",2449,2449,,,crystal-spiral-galaxy-earring,,,,/u/n/untitled-1_1_2.jpg,,/u/n/untitled-1_1_2.jpg,,/u/n/untitled-1_1_2.jpg,,/u/n/untitled-1_1_2.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_1_2.jpg,/u/n/untitled-1_1_2.jpg,/k/b/kbi_6421_copy_copy-min_1.jpg",",,,",,,,,,,,,,,
EE014,,Default,simple,"Earring,Default Category/Shop,Earring",base,Euphoria Ovate Earring,This euphoria ovate earrings features the oval shape ring and metal pipe with some grey stone and grey dazzle drops in rose gold plating.                                     ,<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,45,1,taxable,"Catalog, Search",2899,2899,,,euphoria-ovate-earring,,,,,,,,,,,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE015,,Default,simple,"Earring,Default Category/Shop,Earring",base,Geometry Of Space Earring,"Abtract geometrical shapes arranged in a simple format making it suitable for the classiest of affairs. Product features crystal, opaque and gold baguette stones.                                                                           ",<ul><li>Plating- Electroplated Rose Gold                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",2199,2199,,,geometry-of-space-earring,,,,/u/n/untitled-1_1_3.jpg,,/u/n/untitled-1_1_3.jpg,,/u/n/untitled-1_1_3.jpg,,/u/n/untitled-1_1_3.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_1_3.jpg,/u/n/untitled-1_1_3.jpg,/i/m/img_4617e-min_1.jpg",",,,",,,,,,,,,,,
EE016,,Default,simple,"Earring,Default Category/Shop,Earring",base,Milky Midnight Earring,This handcrafted rose gold finish earring has opaque milky and grey glass beads with spiral features. Claw like shape at the bottom.                                                                        ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,57,1,taxable,"Catalog, Search",2750,2750,,,milky-midnight-earring,,,,/u/n/untitled-1_1_4.jpg,,/u/n/untitled-1_1_4.jpg,,/u/n/untitled-1_1_4.jpg,,/u/n/untitled-1_1_4.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/u/n/untitled-1_1_4.jpg,/u/n/untitled-1_1_4.jpg,/i/m/img_4470e-min_1.jpg,/i/m/img_4475e-min_1.jpg",",,,,,",,,,,,,,,,,
EE017,,Default,simple,"Earring,Default Category/Shop,Earring",base,Pearl Paradise Earring,This Pearl paradise earring has a circular design. Texture domed sheet combine in such way that is gives an elegant abstract look.                                                                             ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,52,1,taxable,"Catalog, Search",2795,2795,,,pearl-paradise-earring,,,,/u/n/untitled-1_1_5.jpg,,/u/n/untitled-1_1_5.jpg,,/u/n/untitled-1_1_5.jpg,,/u/n/untitled-1_1_5.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a9700e-min_1_1.jpg,/_/m/_m4a9700e-min_1_1.jpg,/i/m/img_4509e-min_1_1.jpg,/i/m/img_4510e-min_1_1.jpg,/u/n/untitled-1_1_5.jpg",",,,,,,,",,,,,,,,,,,
EE018,,Default,simple,"Earring,Default Category/Shop,Earring",base,Cuatro Lines Earring,"This rose gold minimlistic earring in shape of marquise, features four straights line in beam form with crystal marquise.                                                    ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,14,1,taxable,"Catalog, Search",1499,1499,,,cuatro-lines-earring,,,,/u/n/untitled-1_1_6.jpg,,/u/n/untitled-1_1_6.jpg,,/u/n/untitled-1_1_6.jpg,,/u/n/untitled-1_1_6.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8767-min_1.jpg,/k/b/kbi_8767-min_1.jpg,/u/n/untitled-1_1_6.jpg",",,,",,,,,,,,,,,
EE019,,Default,simple,"Earring,Default Category/Shop,Earring",base,Mesh Round Earring,"Mesh round earring has two mesh structure arranged in different lengths, hanging in half a round sheet with crystal and grey stone.                                   ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",2850,2850,,,mesh-round-earring,,,,/u/n/untitled-1_1_7.jpg,,/u/n/untitled-1_1_7.jpg,,/u/n/untitled-1_1_7.jpg,,/u/n/untitled-1_1_7.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0582e-min_1.jpg,/_/m/_m4a0582e-min_1.jpg,/m/e/mesh_round_earring_1_-min_1.jpg,/m/e/mesh_round_earring-min_1_1.jpg,/u/n/untitled-1_1_7.jpg",",,,,,,,",,,,,,,,,,,
EE020,,Default,simple,"Earring,Default Category/Shop,Earring",base,Pearl Galaxy Earring,"Handcrafted with rose gold plating in a circular arrangement, this product has unblemished pearls to provide elegance to this piece with grey stone on the top.                                                                                ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",2150,2150,,,pearl-galaxy-earring,,,,/u/n/untitled-1_1_8.jpg,,/u/n/untitled-1_1_8.jpg,,/u/n/untitled-1_1_8.jpg,,/u/n/untitled-1_1_8.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a0007e-min_1.jpg,/_/m/_m4a0007e-min_1.jpg,/_/m/_m4a0012e-min_1.jpg,/p/e/pearl_galaxy_earring_1_-min_1_.jpg,/p/e/pearl_galaxy_earring-min_1.jpg,/u/n/untitled-1_1_8.jpg",",,,,,,,,,",,,,,,,,,,,
EE021,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Asymmetrical Twisted Earring,"Unique combination of a stud and earcuff, paired earrings with grey glass bead which enhances the pair.                                                                                                            ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",1849,1849,,,asymmetrical-twisted-earring,,,,/u/n/untitled-1_1_9.jpg,,/u/n/untitled-1_1_9.jpg,,/u/n/untitled-1_1_9.jpg,,/u/n/untitled-1_1_9.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_4563e-min_1.jpg,/i/m/img_4563e-min_1.jpg,/i/m/img_4566e-min_1__1.jpg,/i/m/img_4601e-min_1__1.jpg,/i/m/img_4607e-min_1.jpg,/u/n/untitled-1_1_9.jpg",",,,,,,,,,",,,,,,,,,,,
EE022,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The beatitude Earring,The beatitude earrings has diamond shape attached with circular wire frame with dangle grey glass beads                                                                                  ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,52,1,taxable,"Catalog, Search",2450,2450,,,the-beatitude-earring,,,,/u/n/untitled-1_1_10.jpg,,/u/n/untitled-1_1_10.jpg,,/u/n/untitled-1_1_10.jpg,,/u/n/untitled-1_1_10.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/_/m/_m4a9808e-min_1.jpg,/_/m/_m4a9808e-min_1.jpg,/_/m/_m4a9814e-min_1.jpg,/i/m/img_4487e-min_1.jpg,/i/m/img_4494e-min_1.jpg,/u/n/untitled-1_1_10.jpg",",,,,,,,,,",,,,,,,,,,,
EE023,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,Cloudy Midnight Earring ,"Handcrafted with rose gold plating features gush of grey beads , with crystal and opaque stone and diamond shape at the top .                                                                              ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,60,1,taxable,"Catalog, Search",1999,1999,,,cloudy-midnight-earring,,,,/u/n/untitled-1_1_11.jpg,,/u/n/untitled-1_1_11.jpg,,/u/n/untitled-1_1_11.jpg,,/u/n/untitled-1_1_11.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8754-min_1.jpg,/k/b/kbi_8754-min_1.jpg,/u/n/untitled-1_1_11.jpg",",,,",,,,,,,,,,,
EE024,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The Shell Elegance Earring,"The shell elegance earrings is handcrafted with silver plating,look features shell at the centre and surrounded with crystal marquise                                                                ",<ul><li>Plating- Electroplated Silver gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",1950,1950,,,the-shell-elegance-earring,,,,/u/n/untitled-1_1_12.jpg,,/u/n/untitled-1_1_12.jpg,,/u/n/untitled-1_1_12.jpg,,/u/n/untitled-1_1_12.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/i/m/img_0966e-min.jpg,/i/m/img_0966e-min.jpg,/i/m/img_0968e-min.jpg,/i/m/img_4733e-min_1.jpg,/i/m/img_4734e-min_1.jpg,/u/n/untitled-1_1_12.jpg",",,,,,,,,,",,,,,,,,,,,
EE025,,Default,simple,"Earring,Default Category/Shop,Default Category/Shop/Earring,Earring",base,The Elite Grey Earring,This earrings is embalished with foiled grey stone along with glass beads in rose gold plating make.                                        ,<ul><li>      Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,50,1,taxable,"Catalog, Search",2850,2850,,,the-elite-grey-earring,,,,/u/n/untitled-1_1_13.jpg,,/u/n/untitled-1_1_13.jpg,,/u/n/untitled-1_1_13.jpg,,/u/n/untitled-1_1_13.jpg,,"7/24/19, 4:41 PM","8/29/19, 6:39 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"brk_page_type=""Type 1"",rg_featured=""No""",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/k/b/kbi_8817-min.jpg,/k/b/kbi_8817-min.jpg,/u/n/untitled-1_1_13.jpg",",,,",,,,,,,,,,,
