sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
EE011,,Default,simple,Earring,base, Grelish Earring,Rose gold plated Grelish earrings features grey and crystal execution with metal ball chain. Can be effortlessly coordinatined with everything.                              ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,86,1,taxable,"Catalog, Search",2899,,,, grelish earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE012,,Default,simple,Earring,base,The Allure Earring,Handcrafted Allure earrings with sequins is a masterpiece which features the petal crystal marquise and gush of gunmetal balls.                                                         ,<ul><li>Plating- Electroplated Silver and Gunmetal                                          </li><li>Stone-Faceted Foiled Stone</li></ul>,80,1,taxable,"Catalog, Search",2995,,,,the allure earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE013,,Default,simple,Earring,base,Crystal Spiral Galaxy Earring ,"Handcrafted with rose gold plating and spirals,   Crystal baguette enhances the elegance of the this product with a round stone on top.                                            ",<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,31,1,taxable,"Catalog, Search",2449,,,,crystal spiral galaxy earring ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE014,,Default,simple,Earring,base,Euphoria Ovate Earring,This euphoria ovate earrings features the oval shape ring and metal pipe with some grey stone and grey dazzle drops in rose gold plating.                                     ,<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,45,1,taxable,"Catalog, Search",2899,,,,euphoria ovate earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE015,,Default,simple,Earring,base,Geometry Of Space Earring,"Abtract geometrical shapes arranged in a simple format making it suitable for the classiest of affairs. Product features crystal, opaque and gold baguette stones.                                                                           ",<ul><li>Plating- Electroplated Rose Gold                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",2199,,,,geometry of space earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE016,,Default,simple,Earring,base,Milky Midnight Earring,This handcrafted rose gold finish earring has opaque milky and grey glass beads with spiral features. Claw like shape at the bottom.                                                                        ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,57,1,taxable,"Catalog, Search",2750,,,,milky midnight earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE017,,Default,simple,Earring,base,Pearl Paradise Earring,This Pearl paradise earring has a circular design. Texture domed sheet combine in such way that is gives an elegant abstract look.                                                                             ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,52,1,taxable,"Catalog, Search",2795,,,,pearl paradise earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE018,,Default,simple,Earring,base,Cuatro Lines Earring,"This rose gold minimlistic earring in shape of marquise, features four straights line in beam form with crystal marquise.                                                    ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,14,1,taxable,"Catalog, Search",1499,,,,cuatro lines earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE019,,Default,simple,Earring,base,Mesh Round Earring,"Mesh round earring has two mesh structure arranged in different lengths, hanging in half a round sheet with crystal and grey stone.                                   ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",2850,,,,mesh round earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE020,,Default,simple,Earring,base,Pearl Galaxy Earring,"Handcrafted with rose gold plating in a circular arrangement, this product has unblemished pearls to provide elegance to this piece with grey stone on the top.                                                                                ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",2150,,,,pearl galaxy earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE021,,Default,simple,Earring,base,Asymmetrical Twisted Earring,"Unique combination of a stud and earcuff, paired earrings with grey glass bead which enhances the pair.                                                                                                            ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",1849,,,,asymmetrical twisted earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE022,,Default,simple,Earring,base,The beatitude Earring,The beatitude earrings has diamond shape attached with circular wire frame with dangle grey glass beads                                                                                  ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,52,1,taxable,"Catalog, Search",2450,,,,the beatitude earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE023,,Default,simple,Earring,base,Cloudy Midnight Earring ,"Handcrafted with rose gold plating features gush of grey beads , with crystal and opaque stone and diamond shape at the top .                                                                              ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,60,1,taxable,"Catalog, Search",1999,,,,cloudy midnight earring ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE024,,Default,simple,Earring,base,The Shell Elegance Earring,"The shell elegance earrings is handcrafted with silver plating,look features shell at the centre and surrounded with crystal marquise                                                                ",<ul><li>Plating- Electroplated Silver gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,40,1,taxable,"Catalog, Search",1950,,,,the shell elegance earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE025,,Default,simple,Earring,base,The Elite Grey Earring,This earrings is embalished with foiled grey stone along with glass beads in rose gold plating make.                                        ,<ul><li>      Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,50,1,taxable,"Catalog, Search",2850,,,,the elite grey earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE026,,Default,simple,Earring,base,The Abstract Orb Earring, Triangular shape earrings has dangle mesh ball features  crystal baguettes.                                                         ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,20,1,taxable,"Catalog, Search",1550,,,,the abstract orb earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE027,,Default,simple,Earring,base,Empyrean Earring,Empyrean earring speaks with volume features fancy trillient crystal and black swarovski with raw like pearl and multi color glass beads.                                              ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,50,1,taxable,"Catalog, Search",7599,,,,empyrean earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE028,,Default,simple,Earring,base,Dovetail Earring,"Geometrical shapes arranged in a simple format making it suitable for any occation .Product features crystal,gold stones  ,raw like pearl                                                                       ",<ul><li>Plating- Electroplated Rose Gold                                       </li><li>Stone-Faceted Foiled Stone</li></ul>,65,1,taxable,"Catalog, Search",2999,,,,dovetail earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE029,,Default,simple,Earring,base,The Mecer Earring,Gunmetal plated earrings featurs grey and crystal stone with metal ball chain arranged just like swing.                                ,<ul><li>   Plating- Electroplated Gunmetal                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,82,1,taxable,"Catalog, Search",1650,,,,the mecer earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE030,,Default,simple,Earring,base,The de La Leche Earring,Handcrafted earrings in rose gold plating features cone at the centre with crystal marquise combine with opaque glass beads.                                      ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,34,1,taxable,"Catalog, Search",2290,,,,the de la leche earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE031,,Default,simple,Earring,base,Chain Tessel Earring,"Mesh round earring has two mesh structure arranged in different lengths, hanging in half a round sheet with crystal and grey stone.                                   ",<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,24,1,taxable,"Catalog, Search",1950,,,,chain tessel earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE032,,Default,simple,Earring,base,Layed square Earring,Geometrical shapes arranged in a simple format making it suitable for any occation .,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,38,1,taxable,"Catalog, Search",1050,,,,layed square earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE033,,Default,simple,Earring,base,Enmesh  Ring Earring,Handcrafted earrings in rose gold plating features tangled metal rings with crystal and grey stones.                                                                                                           ,<ul><li>Plating- Electroplated R ose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",2099,,,,enmesh  ring earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE034,,Default,simple,Earring,base,Enmesh Tube Earring,"Handcrafted with rose gold plating ,this enmesh tube earring features crystal square ,baguette stone.                                                                                              ",<ul><li>Plating- Electroplated Rose Gold                                              </li><li>Stone-Faceted Foiled Stone</li></ul>,16,1,taxable,"Catalog, Search",1500,,,,enmesh tube earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE035,,Default,simple,Earring,base,Asymmetrical Baguette Earring ,This rose gold minimlistic earring features olive and crystal baguette stone in half circle.                                                   ,<ul><li>Plating- Electroplated Rose gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,30,1,taxable,"Catalog, Search",1850,,,,asymmetrical baguette earring ,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE036,,Default,simple,Earring,base,Labyrinthine Earring,"Handcrafted in our studio with rose gold plating is embellished grey , crystal stone and grey glass beads.                                                                                                                         ",<ul><li>Plating- Electroplated Rose gold                                                              </li><li>Stone-Pearl</li></ul>,80,1,taxable,"Catalog, Search",2850,,,,labyrinthine earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE037,,Default,simple,Earring,base,Agrarian Rope and Shell Earring,"Agrarian rope and shell earring hand Embroided in our studio . this statement pair has wooden beads, sea shells, and thin rope.                                ",<ul><li>Plating- Electroplated Rose gold.                                                                                                </li><li>Stone- Glass bead</li></ul>,45,1,taxable,"Catalog, Search",2350,,,,agrarian rope and shell earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE038,,Default,simple,Earring,base,Littoral Shell Earring,"Littoral Shell earring hand Embroided in our studio . this statement pair has mother of pearl wooden beads, sea shells, and tassel                                                                                               ",<ul><li>Plating- Electroplated Rose gold.                                   </li><li>Stone- Glass bead</li></ul>,70,1,taxable,"Catalog, Search",2100,,,,littoral shell earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE039,,Default,simple,Earring,base,Drifted Fringe Earring,"Drifted Fringe Earring handcrafted in our studio ,features letterd olice, cockle shell and wooden beads like fringes                                                                                           ",<ul><li>Plating- Electroplated Rose gold.                                     </li><li>Stone- Glass bead</li></ul>,65,1,taxable,"Catalog, Search",1849,,,,drifted fringe earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EE040,,Default,simple,Earring,base,Anteplaya shell earring,"Anteplaya shell earring hand Embroided in our studio features  letterd olice, cockle shell  wooden beads.                                                                                              ",<ul><li>Plating- Electroplated Rose gold.                                                                  </li><li>Stone- Glass bead</li></ul>,75,1,taxable,"Catalog, Search",2499,,,,anteplaya shell earring,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN001,,Default,simple,Neckpiece,base,Antique Stipule Necklace,"Handcrafted in antique gold plating, inspired from artistic forms of nature, features metallic leaves and flower with grey stone.                                                         ",<ul><li> Plating- Electroplated Antique gold                                               </li><li>Stone-Faceted Foiled Stone</li></ul>,380,1,taxable,"Catalog, Search",12500,,,,antique stipule necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
EN002,,Default,simple,Neckpiece,base,Grey Anemone Necklace,"Grey anemone necklace is entirely hand embroided features silver plating, has crystal stone with grey feathers enhaces the look of a product .                                                                                                         ",<ul><li>Plating- Electroplated Silver                                                             </li><li>Stone-Faceted Foiled Stone</li></ul>,320,1,taxable,"Catalog, Search",9850,,,,grey anemone necklace,,,,,,,,,,,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,Block after Info Column,,,,,,,,,,,Use config,,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
